open,high,low,close,date
1270.09,1270.09,1259.38,1270.09,"May 31, 2006"
1285.71,1285.71,1269.18,1285.71,"Jun 1, 2006"
1288.22,1290.68,1280.22,1288.22,"Jun 2, 2006"
1265.29,1287.24,1264.66,1265.29,"Jun 5, 2006"
1263.85,1269.88,1254.46,1263.85,"Jun 6, 2006"
1256.15,1272.47,1255.77,1256.15,"Jun 7, 2006"
1257.93,1259.85,1235.18,1257.93,"Jun 8, 2006"
1252.30,1262.57,1250.03,1252.30,"Jun 9, 2006"
1236.40,1255.22,1236.19,1236.40,"Jun 12, 2006"
1223.69,1243.37,1222.52,1223.69,"Jun 13, 2006"
1230.04,1231.46,1219.29,1230.04,"Jun 14, 2006"
1256.16,1258.64,1230.76,1256.16,"Jun 15, 2006"
1251.54,1256.27,1246.32,1251.54,"Jun 16, 2006"
1240.14,1255.93,1237.17,1240.14,"Jun 19, 2006"
1240.12,1249.01,1238.87,1240.12,"Jun 20, 2006"
1252.20,1257.96,1240.41,1252.20,"Jun 21, 2006"
1245.60,1251.74,1241.53,1245.60,"Jun 22, 2006"
1244.50,1253.13,1241.43,1244.50,"Jun 23, 2006"
1250.56,1250.92,1243.68,1250.56,"Jun 26, 2006"
1239.20,1253.37,1238.93,1239.20,"Jun 27, 2006"
1246.00,1247.06,1237.59,1246.00,"Jun 28, 2006"
1272.87,1272.88,1245.93,1272.87,"Jun 29, 2006"
1270.20,1276.30,1270.19,1270.20,"Jun 30, 2006"
1280.19,1280.38,1270.06,1280.19,"Jul 3, 2006"
1270.91,1278.55,1265.91,1270.91,"Jul 5, 2006"
1274.08,1278.31,1270.81,1274.08,"Jul 6, 2006"
1265.48,1275.38,1263.13,1265.48,"Jul 7, 2006"
1267.34,1274.06,1264.46,1267.34,"Jul 10, 2006"
1272.52,1273.64,1259.65,1272.52,"Jul 11, 2006"
1258.60,1273.31,1257.29,1258.60,"Jul 12, 2006"
1242.29,1257.15,1241.43,1242.29,"Jul 13, 2006"
1236.20,1242.69,1228.44,1236.20,"Jul 14, 2006"
1234.49,1240.06,1231.49,1234.49,"Jul 17, 2006"
1236.86,1239.86,1224.54,1236.86,"Jul 18, 2006"
1259.81,1261.81,1236.74,1259.81,"Jul 19, 2006"
1249.13,1262.56,1249.13,1249.13,"Jul 20, 2006"
1240.29,1250.96,1238.72,1240.29,"Jul 21, 2006"
1260.91,1262.50,1241.10,1260.91,"Jul 24, 2006"
1268.88,1272.39,1257.18,1268.88,"Jul 25, 2006"
1268.40,1273.89,1261.93,1268.40,"Jul 26, 2006"
1263.20,1275.85,1261.92,1263.20,"Jul 27, 2006"
1278.55,1280.42,1264.80,1278.55,"Jul 28, 2006"
1276.66,1278.66,1274.31,1276.66,"Jul 31, 2006"
1270.92,1275.76,1265.71,1270.92,"Aug 1, 2006"
1278.55,1283.42,1270.73,1278.55,"Aug 2, 2006"
1280.27,1283.96,1271.25,1280.27,"Aug 3, 2006"
1279.36,1292.92,1273.81,1279.36,"Aug 4, 2006"
1275.77,1279.31,1273.00,1275.77,"Aug 7, 2006"
1271.48,1282.75,1268.37,1271.48,"Aug 8, 2006"
1265.95,1283.74,1264.73,1265.95,"Aug 9, 2006"
1271.81,1272.55,1261.30,1271.81,"Aug 10, 2006"
1266.74,1271.35,1262.07,1266.74,"Aug 11, 2006"
1268.21,1278.90,1267.04,1268.21,"Aug 14, 2006"
1285.58,1286.23,1271.52,1285.58,"Aug 15, 2006"
1295.43,1296.21,1285.93,1295.43,"Aug 16, 2006"
1297.48,1300.78,1292.71,1297.48,"Aug 17, 2006"
1302.30,1302.30,1293.56,1302.30,"Aug 18, 2006"
1297.52,1301.09,1295.51,1297.52,"Aug 21, 2006"
1298.82,1302.49,1294.43,1298.82,"Aug 22, 2006"
1292.99,1301.50,1289.81,1292.99,"Aug 23, 2006"
1296.06,1297.23,1291.40,1296.06,"Aug 24, 2006"
1295.09,1298.88,1292.39,1295.09,"Aug 25, 2006"
1301.78,1305.02,1293.97,1301.78,"Aug 28, 2006"
1304.28,1305.02,1295.29,1304.28,"Aug 29, 2006"
1304.27,1306.74,1302.15,1304.27,"Aug 30, 2006"
1303.82,1306.11,1302.44,1303.82,"Aug 31, 2006"
1311.01,1312.03,1303.80,1311.01,"Sep 1, 2006"
1313.25,1314.67,1308.81,1313.25,"Sep 5, 2006"
1300.26,1310.79,1299.28,1300.26,"Sep 6, 2006"
1294.02,1301.25,1292.13,1294.02,"Sep 7, 2006"
