Month	State	Price
10/1/2016	Tennessee	207
11/1/2016	Tennessee	205
12/1/2016	Tennessee	210
1/1/2017	Tennessee	201
2/1/2017	Tennessee	205
3/1/2017	Tennessee	213
4/1/2017	Tennessee	215
5/1/2017	Tennessee	221
6/1/2017	Tennessee	229
7/1/2017	Tennessee	230
8/1/2017	Tennessee	226
9/1/2017	Tennessee	226
10/1/2017	Tennessee	219
11/1/2017	Tennessee	225
12/1/2017	Tennessee	230
1/1/2018	Tennessee	217
2/1/2018	Tennessee	224
3/1/2018	Tennessee	233
4/1/2018	Tennessee	229
5/1/2018	Tennessee	242
6/1/2018	Tennessee	244
7/1/2018	Tennessee	242
8/1/2018	Tennessee	239
9/1/2018	Tennessee	233
10/1/2018	Tennessee	233
11/1/2018	Tennessee	237
12/1/2018	Tennessee	236
1/1/2019	Tennessee	226
2/1/2019	Tennessee	227
3/1/2019	Tennessee	236
4/1/2019	Tennessee	238
5/1/2019	Tennessee	250
6/1/2019	Tennessee	256
7/1/2019	Tennessee	252
8/1/2019	Tennessee	250
9/1/2019	Tennessee	246
10/1/2019	Tennessee	249
11/1/2019	Tennessee	249
12/1/2019	Tennessee	258
1/1/2020	Tennessee	243
2/1/2020	Tennessee	246
3/1/2020	Tennessee	256
4/1/2020	Tennessee	257
5/1/2020	Tennessee	257
6/1/2020	Tennessee	266
7/1/2020	Tennessee	274
8/1/2020	Tennessee	278
9/1/2020	Tennessee	277
10/1/2020	Tennessee	286
11/1/2020	Tennessee	277
12/1/2020	Tennessee	280
1/1/2021	Tennessee	270
2/1/2021	Tennessee	277
3/1/2021	Tennessee	285
4/1/2021	Tennessee	301
5/1/2021	Tennessee	309
6/1/2021	Tennessee	325
7/1/2021	Tennessee	320
8/1/2021	Tennessee	323
9/1/2021	Tennessee	323
10/1/2021	Tennessee	332
11/1/2021	Tennessee	333
12/1/2021	Tennessee	340
1/1/2022	Tennessee	327
2/1/2022	Tennessee	343
3/1/2022	Tennessee	353
4/1/2022	Tennessee	372
5/1/2022	Tennessee	389
6/1/2022	Tennessee	383
7/1/2022	Tennessee	369
8/1/2022	Tennessee	362
9/1/2022	Tennessee	364
10/1/2022	Tennessee	358
11/1/2022	Tennessee	356
12/1/2022	Tennessee	362
1/1/2023	Tennessee	351
2/1/2023	Tennessee	353
3/1/2023	Tennessee	360
2/1/2012	South Dakota	142
3/1/2012	South Dakota	142
4/1/2012	South Dakota	148
5/1/2012	South Dakota	148
6/1/2012	South Dakota	156
7/1/2012	South Dakota	153
8/1/2012	South Dakota	155
9/1/2012	South Dakota	148
10/1/2012	South Dakota	148
11/1/2012	South Dakota	147
12/1/2012	South Dakota	151
1/1/2013	South Dakota	148
2/1/2013	South Dakota	141
3/1/2013	South Dakota	149
4/1/2013	South Dakota	155
5/1/2013	South Dakota	157
6/1/2013	South Dakota	154
7/1/2013	South Dakota	154
8/1/2013	South Dakota	154
9/1/2013	South Dakota	148
10/1/2013	South Dakota	157
11/1/2013	South Dakota	155
12/1/2013	South Dakota	156
1/1/2014	South Dakota	152
2/1/2014	South Dakota	147
3/1/2014	South Dakota	154
4/1/2014	South Dakota	155
5/1/2014	South Dakota	159
6/1/2014	South Dakota	158
7/1/2014	South Dakota	156
8/1/2014	South Dakota	164
9/1/2014	South Dakota	152
10/1/2014	South Dakota	165
11/1/2014	South Dakota	161
12/1/2014	South Dakota	163
1/1/2015	South Dakota	156
2/1/2015	South Dakota	160
3/1/2015	South Dakota	157
4/1/2015	South Dakota	158
5/1/2015	South Dakota	178
6/1/2015	South Dakota	181
7/1/2015	South Dakota	178
8/1/2015	South Dakota	170
9/1/2015	South Dakota	171
10/1/2015	South Dakota	173
11/1/2015	South Dakota	164
12/1/2015	South Dakota	164
1/1/2016	South Dakota	183
2/1/2016	South Dakota	173
3/1/2016	South Dakota	171
4/1/2016	South Dakota	181
5/1/2016	South Dakota	186
6/1/2016	South Dakota	188
7/1/2016	South Dakota	191
8/1/2016	South Dakota	180
9/1/2016	South Dakota	189
10/1/2016	South Dakota	181
11/1/2016	South Dakota	183
12/1/2016	South Dakota	176
1/1/2017	South Dakota	186
2/1/2017	South Dakota	173
3/1/2017	South Dakota	186
4/1/2017	South Dakota	190
5/1/2017	South Dakota	194
6/1/2017	South Dakota	198
7/1/2017	South Dakota	187
8/1/2017	South Dakota	193
9/1/2017	South Dakota	190
10/1/2017	South Dakota	186
11/1/2017	South Dakota	186
12/1/2017	South Dakota	188
1/1/2018	South Dakota	184
2/1/2018	South Dakota	188
3/1/2018	South Dakota	198
4/1/2018	South Dakota	198
5/1/2018	South Dakota	203
6/1/2018	South Dakota	211
7/1/2018	South Dakota	202
8/1/2018	South Dakota	196
9/1/2018	South Dakota	196
10/1/2018	South Dakota	199
11/1/2018	South Dakota	193
12/1/2018	South Dakota	197
1/1/2019	South Dakota	200
2/1/2019	South Dakota	198
3/1/2019	South Dakota	197
4/1/2019	South Dakota	203
5/1/2019	South Dakota	204
6/1/2019	South Dakota	215
7/1/2019	South Dakota	217
8/1/2019	South Dakota	209
9/1/2019	South Dakota	204
10/1/2019	South Dakota	215
11/1/2019	South Dakota	220
12/1/2019	South Dakota	212
1/1/2020	South Dakota	204
2/1/2020	South Dakota	205
3/1/2020	South Dakota	214
4/1/2020	South Dakota	226
5/1/2020	South Dakota	229
6/1/2020	South Dakota	232
7/1/2020	South Dakota	229
8/1/2020	South Dakota	232
9/1/2020	South Dakota	240
10/1/2020	South Dakota	247
11/1/2020	South Dakota	243
12/1/2020	South Dakota	243
1/1/2021	South Dakota	233
2/1/2021	South Dakota	241
3/1/2021	South Dakota	238
4/1/2021	South Dakota	245
5/1/2021	South Dakota	255
6/1/2021	South Dakota	268
7/1/2021	South Dakota	265
8/1/2021	South Dakota	275
9/1/2021	South Dakota	279
10/1/2021	South Dakota	266
11/1/2021	South Dakota	270
12/1/2021	South Dakota	274
1/1/2022	South Dakota	289
2/1/2022	South Dakota	269
3/1/2022	South Dakota	299
4/1/2022	South Dakota	296
5/1/2022	South Dakota	304
6/1/2022	South Dakota	319
7/1/2022	South Dakota	312
8/1/2022	South Dakota	305
9/1/2022	South Dakota	293
10/1/2022	South Dakota	294
11/1/2022	South Dakota	298
12/1/2022	South Dakota	294
1/1/2023	South Dakota	293
2/1/2023	South Dakota	293
3/1/2023	South Dakota	295
2/1/2012	South Carolina	160
3/1/2012	South Carolina	164
4/1/2012	South Carolina	168
5/1/2012	South Carolina	174
6/1/2012	South Carolina	179
7/1/2012	South Carolina	176
8/1/2012	South Carolina	175
9/1/2012	South Carolina	171
10/1/2012	South Carolina	168
11/1/2012	South Carolina	172
12/1/2012	South Carolina	176
1/1/2013	South Carolina	168
2/1/2013	South Carolina	169
3/1/2013	South Carolina	175
4/1/2013	South Carolina	175
5/1/2013	South Carolina	187
6/1/2013	South Carolina	188
7/1/2013	South Carolina	191
8/1/2013	South Carolina	193
9/1/2013	South Carolina	184
10/1/2013	South Carolina	177
11/1/2013	South Carolina	182
12/1/2013	South Carolina	193
1/1/2014	South Carolina	185
2/1/2014	South Carolina	181
3/1/2014	South Carolina	189
4/1/2014	South Carolina	188
5/1/2014	South Carolina	190
6/1/2014	South Carolina	204
7/1/2014	South Carolina	195
8/1/2014	South Carolina	196
9/1/2014	South Carolina	192
10/1/2014	South Carolina	194
11/1/2014	South Carolina	194
12/1/2014	South Carolina	196
1/1/2015	South Carolina	186
2/1/2015	South Carolina	195
3/1/2015	South Carolina	197
4/1/2015	South Carolina	199
5/1/2015	South Carolina	204
6/1/2015	South Carolina	213
7/1/2015	South Carolina	211
8/1/2015	South Carolina	204
9/1/2015	South Carolina	207
10/1/2015	South Carolina	202
11/1/2015	South Carolina	211
12/1/2015	South Carolina	216
1/1/2016	South Carolina	204
2/1/2016	South Carolina	200
3/1/2016	South Carolina	207
4/1/2016	South Carolina	208
5/1/2016	South Carolina	214
6/1/2016	South Carolina	224
7/1/2016	South Carolina	214
8/1/2016	South Carolina	217
9/1/2016	South Carolina	215
10/1/2016	South Carolina	212
11/1/2016	South Carolina	217
12/1/2016	South Carolina	218
1/1/2017	South Carolina	211
2/1/2017	South Carolina	212
3/1/2017	South Carolina	218
4/1/2017	South Carolina	224
5/1/2017	South Carolina	226
6/1/2017	South Carolina	231
7/1/2017	South Carolina	227
8/1/2017	South Carolina	221
9/1/2017	South Carolina	223
10/1/2017	South Carolina	222
11/1/2017	South Carolina	225
12/1/2017	South Carolina	235
1/1/2018	South Carolina	226
2/1/2018	South Carolina	224
3/1/2018	South Carolina	233
4/1/2018	South Carolina	236
5/1/2018	South Carolina	236
6/1/2018	South Carolina	244
7/1/2018	South Carolina	233
8/1/2018	South Carolina	238
9/1/2018	South Carolina	237
10/1/2018	South Carolina	236
11/1/2018	South Carolina	238
12/1/2018	South Carolina	242
1/1/2019	South Carolina	235
2/1/2019	South Carolina	227
3/1/2019	South Carolina	237
4/1/2019	South Carolina	237
5/1/2019	South Carolina	248
6/1/2019	South Carolina	252
7/1/2019	South Carolina	248
8/1/2019	South Carolina	247
9/1/2019	South Carolina	245
10/1/2019	South Carolina	247
11/1/2019	South Carolina	243
12/1/2019	South Carolina	253
1/1/2020	South Carolina	246
2/1/2020	South Carolina	245
3/1/2020	South Carolina	253
4/1/2020	South Carolina	256
5/1/2020	South Carolina	253
6/1/2020	South Carolina	263
7/1/2020	South Carolina	274
8/1/2020	South Carolina	279
9/1/2020	South Carolina	281
10/1/2020	South Carolina	284
11/1/2020	South Carolina	287
12/1/2020	South Carolina	282
1/1/2021	South Carolina	284
2/1/2021	South Carolina	283
3/1/2021	South Carolina	289
4/1/2021	South Carolina	297
5/1/2021	South Carolina	304
6/1/2021	South Carolina	312
7/1/2021	South Carolina	308
8/1/2021	South Carolina	312
9/1/2021	South Carolina	306
10/1/2021	South Carolina	320
11/1/2021	South Carolina	320
12/1/2021	South Carolina	328
1/1/2022	South Carolina	320
2/1/2022	South Carolina	329
3/1/2022	South Carolina	342
4/1/2022	South Carolina	351
5/1/2022	South Carolina	367
6/1/2022	South Carolina	366
7/1/2022	South Carolina	360
8/1/2022	South Carolina	353
9/1/2022	South Carolina	360
10/1/2022	South Carolina	360
11/1/2022	South Carolina	361
12/1/2022	South Carolina	362
1/1/2023	South Carolina	349
2/1/2023	South Carolina	342
3/1/2023	South Carolina	357
2/1/2012	Rhode Island	171
3/1/2012	Rhode Island	167
4/1/2012	Rhode Island	175
5/1/2012	Rhode Island	178
6/1/2012	Rhode Island	196
7/1/2012	Rhode Island	195
8/1/2012	Rhode Island	200
9/1/2012	Rhode Island	188
10/1/2012	Rhode Island	188
11/1/2012	Rhode Island	197
12/1/2012	Rhode Island	190
1/1/2013	Rhode Island	174
2/1/2013	Rhode Island	186
3/1/2013	Rhode Island	182
4/1/2013	Rhode Island	176
5/1/2013	Rhode Island	204
6/1/2013	Rhode Island	224
7/1/2013	Rhode Island	208
8/1/2013	Rhode Island	212
9/1/2013	Rhode Island	204
10/1/2013	Rhode Island	200
11/1/2013	Rhode Island	204
12/1/2013	Rhode Island	201
1/1/2014	Rhode Island	202
2/1/2014	Rhode Island	192
3/1/2014	Rhode Island	197
4/1/2014	Rhode Island	207
5/1/2014	Rhode Island	203
6/1/2014	Rhode Island	226
7/1/2014	Rhode Island	219
8/1/2014	Rhode Island	218
9/1/2014	Rhode Island	206
10/1/2014	Rhode Island	225
11/1/2014	Rhode Island	204
12/1/2014	Rhode Island	203
1/1/2015	Rhode Island	200
2/1/2015	Rhode Island	199
3/1/2015	Rhode Island	206
4/1/2015	Rhode Island	203
5/1/2015	Rhode Island	228
6/1/2015	Rhode Island	232
7/1/2015	Rhode Island	231
8/1/2015	Rhode Island	229
9/1/2015	Rhode Island	232
10/1/2015	Rhode Island	224
11/1/2015	Rhode Island	219
12/1/2015	Rhode Island	222
1/1/2016	Rhode Island	223
2/1/2016	Rhode Island	214
3/1/2016	Rhode Island	226
4/1/2016	Rhode Island	237
5/1/2016	Rhode Island	232
6/1/2016	Rhode Island	243
7/1/2016	Rhode Island	255
8/1/2016	Rhode Island	247
9/1/2016	Rhode Island	232
10/1/2016	Rhode Island	238
11/1/2016	Rhode Island	241
12/1/2016	Rhode Island	236
1/1/2017	Rhode Island	228
2/1/2017	Rhode Island	228
3/1/2017	Rhode Island	230
4/1/2017	Rhode Island	241
5/1/2017	Rhode Island	253
6/1/2017	Rhode Island	264
7/1/2017	Rhode Island	265
8/1/2017	Rhode Island	262
9/1/2017	Rhode Island	265
10/1/2017	Rhode Island	260
11/1/2017	Rhode Island	260
12/1/2017	Rhode Island	259
1/1/2018	Rhode Island	257
2/1/2018	Rhode Island	257
3/1/2018	Rhode Island	257
4/1/2018	Rhode Island	267
5/1/2018	Rhode Island	274
6/1/2018	Rhode Island	286
7/1/2018	Rhode Island	280
8/1/2018	Rhode Island	278
9/1/2018	Rhode Island	281
10/1/2018	Rhode Island	277
11/1/2018	Rhode Island	273
12/1/2018	Rhode Island	269
1/1/2019	Rhode Island	264
2/1/2019	Rhode Island	252
3/1/2019	Rhode Island	270
4/1/2019	Rhode Island	278
5/1/2019	Rhode Island	293
6/1/2019	Rhode Island	296
7/1/2019	Rhode Island	292
8/1/2019	Rhode Island	290
9/1/2019	Rhode Island	297
10/1/2019	Rhode Island	294
11/1/2019	Rhode Island	297
12/1/2019	Rhode Island	289
1/1/2020	Rhode Island	300
2/1/2020	Rhode Island	282
3/1/2020	Rhode Island	296
4/1/2020	Rhode Island	301
5/1/2020	Rhode Island	300
6/1/2020	Rhode Island	315
7/1/2020	Rhode Island	328
8/1/2020	Rhode Island	337
9/1/2020	Rhode Island	346
10/1/2020	Rhode Island	342
11/1/2020	Rhode Island	335
12/1/2020	Rhode Island	333
1/1/2021	Rhode Island	332
2/1/2021	Rhode Island	324
3/1/2021	Rhode Island	348
4/1/2021	Rhode Island	360
5/1/2021	Rhode Island	373
6/1/2021	Rhode Island	396
7/1/2021	Rhode Island	389
8/1/2021	Rhode Island	387
9/1/2021	Rhode Island	404
10/1/2021	Rhode Island	389
11/1/2021	Rhode Island	385
12/1/2021	Rhode Island	392
1/1/2022	Rhode Island	382
2/1/2022	Rhode Island	400
3/1/2022	Rhode Island	398
4/1/2022	Rhode Island	430
5/1/2022	Rhode Island	430
6/1/2022	Rhode Island	440
7/1/2022	Rhode Island	426
8/1/2022	Rhode Island	418
9/1/2022	Rhode Island	447
10/1/2022	Rhode Island	428
11/1/2022	Rhode Island	424
12/1/2022	Rhode Island	411
1/1/2023	Rhode Island	409
2/1/2023	Rhode Island	395
3/1/2023	Rhode Island	413
2/1/2012	Pennsylvania	149
3/1/2012	Pennsylvania	158
4/1/2012	Pennsylvania	168
5/1/2012	Pennsylvania	173
6/1/2012	Pennsylvania	189
7/1/2012	Pennsylvania	181
8/1/2012	Pennsylvania	181
9/1/2012	Pennsylvania	171
10/1/2012	Pennsylvania	167
11/1/2012	Pennsylvania	169
12/1/2012	Pennsylvania	167
1/1/2013	Pennsylvania	158
2/1/2013	Pennsylvania	156
3/1/2013	Pennsylvania	164
4/1/2013	Pennsylvania	169
5/1/2013	Pennsylvania	181
6/1/2013	Pennsylvania	196
7/1/2013	Pennsylvania	193
8/1/2013	Pennsylvania	186
9/1/2013	Pennsylvania	173
10/1/2013	Pennsylvania	172
11/1/2013	Pennsylvania	169
12/1/2013	Pennsylvania	170
1/1/2014	Pennsylvania	163
2/1/2014	Pennsylvania	157
3/1/2014	Pennsylvania	162
4/1/2014	Pennsylvania	164
5/1/2014	Pennsylvania	177
6/1/2014	Pennsylvania	193
7/1/2014	Pennsylvania	193
8/1/2014	Pennsylvania	191
9/1/2014	Pennsylvania	175
10/1/2014	Pennsylvania	173
11/1/2014	Pennsylvania	174
12/1/2014	Pennsylvania	175
1/1/2015	Pennsylvania	164
2/1/2015	Pennsylvania	159
3/1/2015	Pennsylvania	168
4/1/2015	Pennsylvania	175
5/1/2015	Pennsylvania	185
6/1/2015	Pennsylvania	200
7/1/2015	Pennsylvania	196
8/1/2015	Pennsylvania	190
9/1/2015	Pennsylvania	180
10/1/2015	Pennsylvania	176
11/1/2015	Pennsylvania	174
12/1/2015	Pennsylvania	176
1/1/2016	Pennsylvania	172
2/1/2016	Pennsylvania	165
3/1/2016	Pennsylvania	169
4/1/2016	Pennsylvania	179
5/1/2016	Pennsylvania	189
6/1/2016	Pennsylvania	203
7/1/2016	Pennsylvania	200
8/1/2016	Pennsylvania	196
9/1/2016	Pennsylvania	187
10/1/2016	Pennsylvania	184
11/1/2016	Pennsylvania	185
12/1/2016	Pennsylvania	183
1/1/2017	Pennsylvania	177
2/1/2017	Pennsylvania	170
3/1/2017	Pennsylvania	181
4/1/2017	Pennsylvania	188
5/1/2017	Pennsylvania	198
6/1/2017	Pennsylvania	213
7/1/2017	Pennsylvania	211
8/1/2017	Pennsylvania	207
9/1/2017	Pennsylvania	196
10/1/2017	Pennsylvania	193
11/1/2017	Pennsylvania	193
12/1/2017	Pennsylvania	194
1/1/2018	Pennsylvania	189
2/1/2018	Pennsylvania	182
3/1/2018	Pennsylvania	194
4/1/2018	Pennsylvania	198
5/1/2018	Pennsylvania	207
6/1/2018	Pennsylvania	222
7/1/2018	Pennsylvania	216
8/1/2018	Pennsylvania	214
9/1/2018	Pennsylvania	203
10/1/2018	Pennsylvania	198
11/1/2018	Pennsylvania	202
12/1/2018	Pennsylvania	197
1/1/2019	Pennsylvania	190
2/1/2019	Pennsylvania	188
3/1/2019	Pennsylvania	199
4/1/2019	Pennsylvania	202
5/1/2019	Pennsylvania	214
6/1/2019	Pennsylvania	229
7/1/2019	Pennsylvania	220
8/1/2019	Pennsylvania	218
9/1/2019	Pennsylvania	207
10/1/2019	Pennsylvania	203
11/1/2019	Pennsylvania	207
12/1/2019	Pennsylvania	205
1/1/2020	Pennsylvania	198
2/1/2020	Pennsylvania	198
3/1/2020	Pennsylvania	212
4/1/2020	Pennsylvania	226
5/1/2020	Pennsylvania	224
6/1/2020	Pennsylvania	228
7/1/2020	Pennsylvania	231
8/1/2020	Pennsylvania	238
9/1/2020	Pennsylvania	232
10/1/2020	Pennsylvania	232
11/1/2020	Pennsylvania	233
12/1/2020	Pennsylvania	231
1/1/2021	Pennsylvania	228
2/1/2021	Pennsylvania	226
3/1/2021	Pennsylvania	237
4/1/2021	Pennsylvania	244
5/1/2021	Pennsylvania	252
6/1/2021	Pennsylvania	270
7/1/2021	Pennsylvania	266
8/1/2021	Pennsylvania	266
9/1/2021	Pennsylvania	255
10/1/2021	Pennsylvania	252
11/1/2021	Pennsylvania	253
12/1/2021	Pennsylvania	250
1/1/2022	Pennsylvania	245
2/1/2022	Pennsylvania	243
3/1/2022	Pennsylvania	258
4/1/2022	Pennsylvania	265
5/1/2022	Pennsylvania	280
6/1/2022	Pennsylvania	294
7/1/2022	Pennsylvania	286
8/1/2022	Pennsylvania	280
9/1/2022	Pennsylvania	266
10/1/2022	Pennsylvania	265
11/1/2022	Pennsylvania	263
12/1/2022	Pennsylvania	255
1/1/2023	Pennsylvania	249
2/1/2023	Pennsylvania	244
3/1/2023	Pennsylvania	260
2/1/2012	Oregon	184
3/1/2012	Oregon	191
4/1/2012	Oregon	198
5/1/2012	Oregon	206
6/1/2012	Oregon	215
7/1/2012	Oregon	217
8/1/2012	Oregon	215
9/1/2012	Oregon	213
10/1/2012	Oregon	215
11/1/2012	Oregon	214
12/1/2012	Oregon	211
1/1/2013	Oregon	212
2/1/2013	Oregon	210
3/1/2013	Oregon	221
4/1/2013	Oregon	231
5/1/2013	Oregon	240
6/1/2013	Oregon	242
7/1/2013	Oregon	250
8/1/2013	Oregon	245
9/1/2013	Oregon	246
10/1/2013	Oregon	242
11/1/2013	Oregon	243
12/1/2013	Oregon	239
1/1/2014	Oregon	232
2/1/2014	Oregon	240
3/1/2014	Oregon	247
4/1/2014	Oregon	249
5/1/2014	Oregon	257
6/1/2014	Oregon	259
7/1/2014	Oregon	263
8/1/2014	Oregon	261
9/1/2014	Oregon	257
10/1/2014	Oregon	257
11/1/2014	Oregon	254
12/1/2014	Oregon	251
1/1/2015	Oregon	248
2/1/2015	Oregon	250
3/1/2015	Oregon	261
4/1/2015	Oregon	269
5/1/2015	Oregon	276
6/1/2015	Oregon	280
7/1/2015	Oregon	281
8/1/2015	Oregon	278
9/1/2015	Oregon	271
10/1/2015	Oregon	269
11/1/2015	Oregon	274
12/1/2015	Oregon	278
1/1/2016	Oregon	270
2/1/2016	Oregon	270
3/1/2016	Oregon	288
4/1/2016	Oregon	301
5/1/2016	Oregon	304
6/1/2016	Oregon	305
7/1/2016	Oregon	309
8/1/2016	Oregon	307
9/1/2016	Oregon	306
10/1/2016	Oregon	303
11/1/2016	Oregon	305
12/1/2016	Oregon	304
1/1/2017	Oregon	302
2/1/2017	Oregon	301
3/1/2017	Oregon	314
4/1/2017	Oregon	324
5/1/2017	Oregon	332
6/1/2017	Oregon	336
7/1/2017	Oregon	335
8/1/2017	Oregon	331
9/1/2017	Oregon	329
10/1/2017	Oregon	328
11/1/2017	Oregon	326
12/1/2017	Oregon	327
1/1/2018	Oregon	327
2/1/2018	Oregon	335
3/1/2018	Oregon	340
4/1/2018	Oregon	350
5/1/2018	Oregon	352
6/1/2018	Oregon	359
7/1/2018	Oregon	353
8/1/2018	Oregon	353
9/1/2018	Oregon	344
10/1/2018	Oregon	342
11/1/2018	Oregon	338
12/1/2018	Oregon	343
1/1/2019	Oregon	336
2/1/2019	Oregon	345
3/1/2019	Oregon	350
4/1/2019	Oregon	357
5/1/2019	Oregon	370
6/1/2019	Oregon	370
7/1/2019	Oregon	365
8/1/2019	Oregon	366
9/1/2019	Oregon	359
10/1/2019	Oregon	363
11/1/2019	Oregon	366
12/1/2019	Oregon	359
1/1/2020	Oregon	359
2/1/2020	Oregon	364
3/1/2020	Oregon	376
4/1/2020	Oregon	376
5/1/2020	Oregon	374
6/1/2020	Oregon	385
7/1/2020	Oregon	399
8/1/2020	Oregon	404
9/1/2020	Oregon	411
10/1/2020	Oregon	412
11/1/2020	Oregon	413
12/1/2020	Oregon	411
1/1/2021	Oregon	417
2/1/2021	Oregon	431
3/1/2021	Oregon	441
4/1/2021	Oregon	452
5/1/2021	Oregon	470
6/1/2021	Oregon	478
7/1/2021	Oregon	478
8/1/2021	Oregon	476
9/1/2021	Oregon	475
10/1/2021	Oregon	476
11/1/2021	Oregon	478
12/1/2021	Oregon	471
1/1/2022	Oregon	469
2/1/2022	Oregon	487
3/1/2022	Oregon	511
4/1/2022	Oregon	519
5/1/2022	Oregon	529
6/1/2022	Oregon	523
7/1/2022	Oregon	521
8/1/2022	Oregon	513
9/1/2022	Oregon	504
10/1/2022	Oregon	494
11/1/2022	Oregon	489
12/1/2022	Oregon	474
1/1/2023	Oregon	464
2/1/2023	Oregon	481
3/1/2023	Oregon	487
2/1/2012	Oklahoma	128
3/1/2012	Oklahoma	128
4/1/2012	Oklahoma	131
5/1/2012	Oklahoma	138
6/1/2012	Oklahoma	138
7/1/2012	Oklahoma	137
8/1/2012	Oklahoma	141
9/1/2012	Oklahoma	136
10/1/2012	Oklahoma	139
11/1/2012	Oklahoma	139
12/1/2012	Oklahoma	139
1/1/2013	Oklahoma	131
2/1/2013	Oklahoma	136
3/1/2013	Oklahoma	138
4/1/2013	Oklahoma	139
5/1/2013	Oklahoma	145
6/1/2013	Oklahoma	149
7/1/2013	Oklahoma	149
8/1/2013	Oklahoma	147
9/1/2013	Oklahoma	141
10/1/2013	Oklahoma	136
11/1/2013	Oklahoma	138
12/1/2013	Oklahoma	141
1/1/2014	Oklahoma	133
2/1/2014	Oklahoma	134
3/1/2014	Oklahoma	140
4/1/2014	Oklahoma	141
5/1/2014	Oklahoma	147
6/1/2014	Oklahoma	152
7/1/2014	Oklahoma	153
8/1/2014	Oklahoma	149
9/1/2014	Oklahoma	147
10/1/2014	Oklahoma	147
11/1/2014	Oklahoma	146
12/1/2014	Oklahoma	146
1/1/2015	Oklahoma	139
2/1/2015	Oklahoma	143
3/1/2015	Oklahoma	146
4/1/2015	Oklahoma	149
5/1/2015	Oklahoma	152
6/1/2015	Oklahoma	161
7/1/2015	Oklahoma	156
8/1/2015	Oklahoma	153
9/1/2015	Oklahoma	154
10/1/2015	Oklahoma	148
11/1/2015	Oklahoma	148
12/1/2015	Oklahoma	147
1/1/2016	Oklahoma	147
2/1/2016	Oklahoma	145
3/1/2016	Oklahoma	147
4/1/2016	Oklahoma	148
5/1/2016	Oklahoma	154
6/1/2016	Oklahoma	156
7/1/2016	Oklahoma	160
8/1/2016	Oklahoma	154
9/1/2016	Oklahoma	153
10/1/2016	Oklahoma	150
11/1/2016	Oklahoma	152
12/1/2016	Oklahoma	153
1/1/2017	Oklahoma	149
2/1/2017	Oklahoma	150
3/1/2017	Oklahoma	153
4/1/2017	Oklahoma	155
5/1/2017	Oklahoma	161
6/1/2017	Oklahoma	162
7/1/2017	Oklahoma	162
8/1/2017	Oklahoma	160
9/1/2017	Oklahoma	157
10/1/2017	Oklahoma	156
11/1/2017	Oklahoma	157
12/1/2017	Oklahoma	157
1/1/2018	Oklahoma	151
2/1/2018	Oklahoma	156
3/1/2018	Oklahoma	160
4/1/2018	Oklahoma	163
5/1/2018	Oklahoma	166
6/1/2018	Oklahoma	169
7/1/2018	Oklahoma	168
8/1/2018	Oklahoma	167
9/1/2018	Oklahoma	163
10/1/2018	Oklahoma	163
11/1/2018	Oklahoma	161
12/1/2018	Oklahoma	162
1/1/2019	Oklahoma	156
2/1/2019	Oklahoma	163
3/1/2019	Oklahoma	167
4/1/2019	Oklahoma	167
5/1/2019	Oklahoma	174
6/1/2019	Oklahoma	180
7/1/2019	Oklahoma	179
8/1/2019	Oklahoma	174
9/1/2019	Oklahoma	174
10/1/2019	Oklahoma	173
11/1/2019	Oklahoma	172
12/1/2019	Oklahoma	174
1/1/2020	Oklahoma	168
2/1/2020	Oklahoma	177
3/1/2020	Oklahoma	180
4/1/2020	Oklahoma	182
5/1/2020	Oklahoma	185
6/1/2020	Oklahoma	194
7/1/2020	Oklahoma	197
8/1/2020	Oklahoma	205
9/1/2020	Oklahoma	200
10/1/2020	Oklahoma	204
11/1/2020	Oklahoma	199
12/1/2020	Oklahoma	200
1/1/2021	Oklahoma	196
2/1/2021	Oklahoma	201
3/1/2021	Oklahoma	206
4/1/2021	Oklahoma	207
5/1/2021	Oklahoma	211
6/1/2021	Oklahoma	219
7/1/2021	Oklahoma	217
8/1/2021	Oklahoma	217
9/1/2021	Oklahoma	217
10/1/2021	Oklahoma	219
11/1/2021	Oklahoma	222
12/1/2021	Oklahoma	219
1/1/2022	Oklahoma	214
2/1/2022	Oklahoma	223
3/1/2022	Oklahoma	231
4/1/2022	Oklahoma	237
5/1/2022	Oklahoma	242
6/1/2022	Oklahoma	250
7/1/2022	Oklahoma	245
8/1/2022	Oklahoma	241
9/1/2022	Oklahoma	238
10/1/2022	Oklahoma	233
11/1/2022	Oklahoma	235
12/1/2022	Oklahoma	226
1/1/2023	Oklahoma	229
2/1/2023	Oklahoma	229
3/1/2023	Oklahoma	241
2/1/2012	Ohio	90
3/1/2012	Ohio	102
4/1/2012	Ohio	110
5/1/2012	Ohio	114
6/1/2012	Ohio	124
7/1/2012	Ohio	122
8/1/2012	Ohio	121
9/1/2012	Ohio	114
10/1/2012	Ohio	111
11/1/2012	Ohio	111
12/1/2012	Ohio	109
1/1/2013	Ohio	99
2/1/2013	Ohio	99
3/1/2013	Ohio	109
4/1/2013	Ohio	111
5/1/2013	Ohio	123
6/1/2013	Ohio	134
7/1/2013	Ohio	133
8/1/2013	Ohio	127
9/1/2013	Ohio	119
10/1/2013	Ohio	114
11/1/2013	Ohio	113
12/1/2013	Ohio	111
1/1/2014	Ohio	102
2/1/2014	Ohio	102
