day,num,ticket,time,exit,enter
09/30/2015,59812,50,09/30/2015 08:00:25,40,29
09/30/2015,59813,73,09/30/2015 08:00:25,18,46
09/30/2015,59814,66,09/30/2015 08:00:25,18,43
09/30/2015,59815,66,09/30/2015 08:00:25,18,40
09/30/2015,59816,50,09/30/2015 08:00:25,4,34
09/30/2015,59817,66,09/30/2015 08:00:25,18,38
09/30/2015,59818,66,09/30/2015 08:00:25,42,19
09/30/2015,59819,66,09/30/2015 08:00:26,41,35
09/30/2015,59820,73,09/30/2015 08:00:26,42,24
09/30/2015,59821,50,09/30/2015 08:00:26,42,30
09/30/2015,59822,66,09/30/2015 08:00:26,41,31
09/30/2015,59823,66,09/30/2015 08:00:26,41,33
09/30/2015,59824,73,09/30/2015 08:00:26,41,34
09/30/2015,59825,66,09/30/2015 08:00:26,41,14
09/30/2015,59826,60,09/30/2015 08:00:26,41,33
09/30/2015,59827,66,09/30/2015 08:00:26,41,31
09/30/2015,59828,66,09/30/2015 08:00:26,40,39
09/30/2015,59829,50,09/30/2015 08:00:26,40,22
09/30/2015,59830,66,09/30/2015 08:00:26,40,19
09/30/2015,59831,73,09/30/2015 08:00:26,18,45
09/30/2015,59832,66,09/30/2015 08:00:26,18,42
09/30/2015,59833,69,09/30/2015 08:00:26,16,20
09/30/2015,59834,66,09/30/2015 08:00:26,18,48
09/30/2015,59835,66,09/30/2015 08:00:26,16,20
09/30/2015,59836,50,09/30/2015 08:00:27,44,17
09/30/2015,59837,50,09/30/2015 08:00:27,43,22
09/30/2015,59838,73,09/30/2015 08:00:27,41,35
09/30/2015,59839,66,09/30/2015 08:00:27,41,35
09/30/2015,59840,50,09/30/2015 08:00:27,41,36
09/30/2015,59841,68,09/30/2015 08:00:27,41,37
09/30/2015,59842,69,09/30/2015 08:00:27,41,18
09/30/2015,59843,66,09/30/2015 08:00:27,41,16
09/30/2015,59844,50,09/30/2015 08:00:27,41,37
09/30/2015,59845,73,09/30/2015 08:00:27,40,23
09/30/2015,59846,66,09/30/2015 08:00:27,40,9
09/30/2015,59847,73,09/30/2015 08:00:27,40,22
09/30/2015,59848,66,09/30/2015 08:00:27,40,22
09/30/2015,59849,66,09/30/2015 08:00:27,40,20
09/30/2015,59850,50,09/30/2015 08:00:27,39,39
09/30/2015,59851,50,09/30/2015 08:00:27,18,40
09/30/2015,59852,50,09/30/2015 08:00:27,18,43
09/30/2015,59853,66,09/30/2015 08:00:27,18,43
09/30/2015,59854,50,09/30/2015 08:00:27,18,31
09/30/2015,59855,69,09/30/2015 08:00:27,36,28
09/30/2015,59856,103,09/30/2015 08:00:27,19,41
09/30/2015,59857,66,09/30/2015 08:00:27,18,41
09/30/2015,59858,73,09/30/2015 08:00:28,41,35
09/30/2015,59859,73,09/30/2015 08:00:28,44,11
09/30/2015,59860,73,09/30/2015 08:00:28,41,35
09/30/2015,59861,66,09/30/2015 08:00:28,41,16
09/30/2015,59862,73,09/30/2015 08:00:28,41,31
09/30/2015,59863,66,09/30/2015 08:00:28,41,30
09/30/2015,59864,50,09/30/2015 08:00:28,40,20
09/30/2015,59865,66,09/30/2015 08:00:28,40,29
09/30/2015,59866,66,09/30/2015 08:00:28,18,40
09/30/2015,59867,66,09/30/2015 08:00:28,18,48
09/30/2015,59868,73,09/30/2015 08:00:28,18,36
09/30/2015,59869,66,09/30/2015 08:00:28,18,40
09/30/2015,59870,50,09/30/2015 08:00:28,16,22
09/30/2015,59871,66,09/30/2015 08:00:28,18,41
09/30/2015,59872,66,09/30/2015 08:00:29,48,20
09/30/2015,59873,50,09/30/2015 08:00:29,42,30
09/30/2015,59874,66,09/30/2015 08:00:29,41,15
09/30/2015,59875,73,09/30/2015 08:00:29,41,16
09/30/2015,59876,66,09/30/2015 08:00:29,41,15
09/30/2015,59877,66,09/30/2015 08:00:29,41,36
09/30/2015,59878,73,09/30/2015 08:00:29,41,30
09/30/2015,59879,69,09/30/2015 08:00:29,41,33
09/30/2015,59880,66,09/30/2015 08:00:29,41,35
09/30/2015,59881,66,09/30/2015 08:00:29,40,23
09/30/2015,59882,50,09/30/2015 08:00:29,18,30
09/30/2015,59883,66,09/30/2015 08:00:29,18,34
09/30/2015,59884,68,09/30/2015 08:00:29,18,35
09/30/2015,59885,66,09/30/2015 08:00:29,18,32
09/30/2015,59886,66,09/30/2015 08:00:29,17,14
09/30/2015,59887,66,09/30/2015 08:00:30,41,13
09/30/2015,59888,50,09/30/2015 08:00:30,5,12
09/30/2015,59889,50,09/30/2015 08:00:30,42,39
09/30/2015,59890,66,09/30/2015 08:00:30,41,37
09/30/2015,59891,66,09/30/2015 08:00:30,41,31
09/30/2015,59892,73,09/30/2015 08:00:30,40,29
09/30/2015,59893,66,09/30/2015 08:00:30,18,40
09/30/2015,59894,50,09/30/2015 08:00:30,18,30
09/30/2015,59895,66,09/30/2015 08:00:30,18,42
09/30/2015,59896,66,09/30/2015 08:00:30,18,45
09/30/2015,59897,67,09/30/2015 08:00:30,16,20
09/30/2015,59898,73,09/30/2015 08:00:31,5,11
09/30/2015,59899,66,09/30/2015 08:00:31,44,15
09/30/2015,59900,66,09/30/2015 08:00:31,44,17
09/30/2015,59901,50,09/30/2015 08:00:31,41,35
09/30/2015,59902,73,09/30/2015 08:00:31,41,13
09/30/2015,59903,50,09/30/2015 08:00:31,41,30
09/30/2015,59904,66,09/30/2015 08:00:31,40,29
09/30/2015,59905,50,09/30/2015 08:00:31,40,29
09/30/2015,59906,50,09/30/2015 08:00:31,40,21
09/30/2015,59907,50,09/30/2015 08:00:31,40,22
09/30/2015,59908,66,09/30/2015 08:00:31,40,17
09/30/2015,59909,73,09/30/2015 08:00:31,18,40
09/30/2015,59910,66,09/30/2015 08:00:31,18,48
09/30/2015,59911,66,09/30/2015 08:00:31,18,48
09/30/2015,59912,66,09/30/2015 08:00:31,17,36
09/30/2015,59913,66,09/30/2015 08:00:31,17,12
09/30/2015,59914,69,09/30/2015 08:00:31,16,34
09/30/2015,59915,73,09/30/2015 08:00:31,17,13
09/30/2015,59916,66,09/30/2015 08:00:32,41,34
09/30/2015,59917,50,09/30/2015 08:00:32,47,42
09/30/2015,59918,73,09/30/2015 08:00:32,41,30
09/30/2015,59919,50,09/30/2015 08:00:32,41,33
09/30/2015,59920,66,09/30/2015 08:00:32,41,34
09/30/2015,59921,73,09/30/2015 08:00:32,41,33
09/30/2015,59922,66,09/30/2015 08:00:32,41,30
09/30/2015,59923,50,09/30/2015 08:00:32,41,30
09/30/2015,59924,73,09/30/2015 08:00:32,40,29
09/30/2015,59925,50,09/30/2015 08:00:32,40,29
09/30/2015,59926,73,09/30/2015 08:00:32,40,23
09/30/2015,59927,66,09/30/2015 08:00:32,40,20
09/30/2015,59928,73,09/30/2015 08:00:32,40,9
09/30/2015,59929,66,09/30/2015 08:00:32,18,30
09/30/2015,59930,66,09/30/2015 08:00:32,18,43
09/30/2015,59931,66,09/30/2015 08:00:32,18,6
09/30/2015,59932,66,09/30/2015 08:00:32,18,40
09/30/2015,59933,73,09/30/2015 08:00:32,17,11
09/30/2015,59934,102,09/30/2015 08:00:32,18,31
09/30/2015,59935,50,09/30/2015 08:00:33,43,19
09/30/2015,59936,50,09/30/2015 08:00:33,42,23
09/30/2015,59937,50,09/30/2015 08:00:33,41,15
09/30/2015,59938,66,09/30/2015 08:00:33,41,30
09/30/2015,59939,73,09/30/2015 08:00:33,41,36
09/30/2015,59940,50,09/30/2015 08:00:33,41,33
09/30/2015,59941,50,09/30/2015 08:00:33,41,15
09/30/2015,59942,66,09/30/2015 08:00:33,40,28
09/30/2015,59943,73,09/30/2015 08:00:33,40,29
09/30/2015,59944,66,09/30/2015 08:00:33,18,30
09/30/2015,59945,73,09/30/2015 08:00:33,18,41
09/30/2015,59946,50,09/30/2015 08:00:33,18,33
09/30/2015,59947,73,09/30/2015 08:00:33,18,30
09/30/2015,59948,50,09/30/2015 08:00:33,18,32
09/30/2015,59949,50,09/30/2015 08:00:33,16,33
09/30/2015,59950,50,09/30/2015 08:00:33,20,42
09/30/2015,59951,66,09/30/2015 08:00:33,18,40
09/30/2015,59952,66,09/30/2015 08:00:34,41,18
